STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,HPCP,Measurement Flag,Quality Flag
COOP:234273,JEFFERSON BARRACKS MO US,149.4,38.50389,-90.28,20100713 04:00,2.54, , 
COOP:234273,JEFFERSON BARRACKS MO US,149.4,38.50389,-90.28,20100718 10:00,2.54, , 
COOP:234273,JEFFERSON BARRACKS MO US,149.4,38.50389,-90.28,20100718 11:00,2.54, , 
COOP:234273,JEFFERSON BARRACKS MO US,149.4,38.50389,-90.28,20100718 12:00,2.54, , 
COOP:234273,JEFFERSON BARRACKS MO US,149.4,38.50389,-90.28,20100720 04:00,7.62, , 
COOP:234273,JEFFERSON BARRACKS MO US,149.4,38.50389,-90.28,20100720 11:00,2.54, , 
COOP:234273,JEFFERSON BARRACKS MO US,149.4,38.50389,-90.28,20100721 09:00,2.54, , 
COOP:234273,JEFFERSON BARRACKS MO US,149.4,38.50389,-90.28,20100724 22:00,2.54, , 
COOP:234273,JEFFERSON BARRACKS MO US,149.4,38.50389,-90.28,20100724 23:00,7.62, , 
COOP:234273,JEFFERSON BARRACKS MO US,149.4,38.50389,-90.28,20100730 11:00,2.54, , 
COOP:234273,JEFFERSON BARRACKS MO US,149.4,38.50389,-90.28,20100730 12:00,5.08, , 
COOP:234273,JEFFERSON BARRACKS MO US,149.4,38.50389,-90.28,20100730 18:00,5.08, , 
COOP:234273,JEFFERSON BARRACKS MO US,149.4,38.50389,-90.28,20100730 20:00,2.54, , 
COOP:234273,JEFFERSON BARRACKS MO US,149.4,38.50389,-90.28,20100801 01:00,0.00,g, 
COOP:234273,JEFFERSON BARRACKS MO US,149.4,38.50389,-90.28,20100805 04:00,2.54, , 
COOP:234273,JEFFERSON BARRACKS MO US,149.4,38.50389,-90.28,20100805 05:00,2.54, , 
COOP:234273,JEFFERSON BARRACKS MO US,149.4,38.50389,-90.28,20100805 07:00,2.54, , 
COOP:234273,JEFFERSON BARRACKS MO US,149.4,38.50389,-90.28,20100814 03:00,7.62, , 
COOP:234273,JEFFERSON BARRACKS MO US,149.4,38.50389,-90.28,20100821 00:00,15.24, , 
COOP:234273,JEFFERSON BARRACKS MO US,149.4,38.50389,-90.28,20100821 01:00,2.54, , 
COOP:234273,JEFFERSON BARRACKS MO US,149.4,38.50389,-90.28,20100821 03:00,5.08, , 
COOP:234273,JEFFERSON BARRACKS MO US,149.4,38.50389,-90.28,20100821 05:00,5.08, , 
COOP:234273,JEFFERSON BARRACKS MO US,149.4,38.50389,-90.28,20100821 12:00,2.54, , 
COOP:234273,JEFFERSON BARRACKS MO US,149.4,38.50389,-90.28,20100901 01:00,0.00,g, 
COOP:234273,JEFFERSON BARRACKS MO US,149.4,38.50389,-90.28,20100901 16:00,2.54, , 
COOP:234273,JEFFERSON BARRACKS MO US,149.4,38.50389,-90.28,20100902 05:00,5.08, , 
COOP:234273,JEFFERSON BARRACKS MO US,149.4,38.50389,-90.28,20100902 07:00,7.62, , 
COOP:234273,JEFFERSON BARRACKS MO US,149.4,38.50389,-90.28,20100902 08:00,5.08, , 
COOP:234273,JEFFERSON BARRACKS MO US,149.4,38.50389,-90.28,20100909 23:00,5.08, , 
COOP:234273,JEFFERSON BARRACKS MO US,149.4,38.50389,-90.28,20100910 00:00,10.16, , 
COOP:234273,JEFFERSON BARRACKS MO US,149.4,38.50389,-90.28,20100910 01:00,5.08, , 
COOP:234273,JEFFERSON BARRACKS MO US,149.4,38.50389,-90.28,20100910 02:00,5.08, , 
COOP:234273,JEFFERSON BARRACKS MO US,149.4,38.50389,-90.28,20100910 03:00,2.54, , 
COOP:234273,JEFFERSON BARRACKS MO US,149.4,38.50389,-90.28,20100910 04:00,2.54, , 
COOP:234273,JEFFERSON BARRACKS MO US,149.4,38.50389,-90.28,20100910 06:00,2.54, , 
COOP:234273,JEFFERSON BARRACKS MO US,149.4,38.50389,-90.28,20100910 07:00,2.54, , 
COOP:234273,JEFFERSON BARRACKS MO US,149.4,38.50389,-90.28,20100910 08:00,2.54, , 
COOP:234273,JEFFERSON BARRACKS MO US,149.4,38.50389,-90.28,20100911 04:00,10.16, , 
COOP:234273,JEFFERSON BARRACKS MO US,149.4,38.50389,-90.28,20100911 05:00,5.08, , 
COOP:234273,JEFFERSON BARRACKS MO US,149.4,38.50389,-90.28,20100916 02:00,25399.75,[, 
COOP:234273,JEFFERSON BARRACKS MO US,149.4,38.50389,-90.28,20100917 00:00,25399.75,], 
COOP:234273,JEFFERSON BARRACKS MO US,149.4,38.50389,-90.28,20100919 00:00,5.08, , 
COOP:234273,JEFFERSON BARRACKS MO US,149.4,38.50389,-90.28,20100919 02:00,2.54, , 
COOP:234273,JEFFERSON BARRACKS MO US,149.4,38.50389,-90.28,20100919 03:00,2.54, , 
COOP:234273,JEFFERSON BARRACKS MO US,149.4,38.50389,-90.28,20100919 05:00,2.54, , 
COOP:234273,JEFFERSON BARRACKS MO US,149.4,38.50389,-90.28,20100919 09:00,2.54, , 
COOP:234273,JEFFERSON BARRACKS MO US,149.4,38.50389,-90.28,20100919 11:00,5.08, , 
COOP:234273,JEFFERSON BARRACKS MO US,149.4,38.50389,-90.28,20100919 13:00,2.54, , 
COOP:234273,JEFFERSON BARRACKS MO US,149.4,38.50389,-90.28,20100926 02:00,5.08, , 
COOP:234273,JEFFERSON BARRACKS MO US,149.4,38.50389,-90.28,20100926 10:00,2.54, , 
COOP:234273,JEFFERSON BARRACKS MO US,149.4,38.50389,-90.28,20101001 01:00,0.00,g, 
COOP:234273,JEFFERSON BARRACKS MO US,149.4,38.50389,-90.28,20101024 22:00,7.62, , 
COOP:234273,JEFFERSON BARRACKS MO US,149.4,38.50389,-90.28,20101025 10:00,2.54, , 
COOP:234273,JEFFERSON BARRACKS MO US,149.4,38.50389,-90.28,20101026 05:00,2.54, , 
COOP:234273,JEFFERSON BARRACKS MO US,149.4,38.50389,-90.28,20101101 01:00,0.00,g, 
COOP:234273,JEFFERSON BARRACKS MO US,149.4,38.50389,-90.28,20101105 11:00,2.54, , 
COOP:234273,JEFFERSON BARRACKS MO US,149.4,38.50389,-90.28,20101109 13:00,2.54, , 
COOP:234273,JEFFERSON BARRACKS MO US,149.4,38.50389,-90.28,20101111 13:00,2.54, , 
COOP:234273,JEFFERSON BARRACKS MO US,149.4,38.50389,-90.28,20101113 05:00,2.54, , 
COOP:234273,JEFFERSON BARRACKS MO US,149.4,38.50389,-90.28,20101117 12:00,2.54, , 
COOP:234273,JEFFERSON BARRACKS MO US,149.4,38.50389,-90.28,20101118 12:00,2.54, , 
COOP:234273,JEFFERSON BARRACKS MO US,149.4,38.50389,-90.28,20101121 20:00,2.54, , 
COOP:234273,JEFFERSON BARRACKS MO US,149.4,38.50389,-90.28,20101122 22:00,5.08, , 
COOP:234273,JEFFERSON BARRACKS MO US,149.4,38.50389,-90.28,20101124 05:00,5.08, , 
COOP:234273,JEFFERSON BARRACKS MO US,149.4,38.50389,-90.28,20101124 06:00,2.54, , 
COOP:234273,JEFFERSON BARRACKS MO US,149.4,38.50389,-90.28,20101124 07:00,2.54, , 
COOP:234273,JEFFERSON BARRACKS MO US,149.4,38.50389,-90.28,20101124 08:00,5.08, , 
COOP:234273,JEFFERSON BARRACKS MO US,149.4,38.50389,-90.28,20101124 09:00,2.54, , 
COOP:234273,JEFFERSON BARRACKS MO US,149.4,38.50389,-90.28,20101124 11:00,5.08, , 
COOP:234273,JEFFERSON BARRACKS MO US,149.4,38.50389,-90.28,20101124 12:00,5.08, , 
COOP:234273,JEFFERSON BARRACKS MO US,149.4,38.50389,-90.28,20101124 13:00,2.54, , 
COOP:234273,JEFFERSON BARRACKS MO US,149.4,38.50389,-90.28,20101125 00:00,12.70, , 
COOP:234273,JEFFERSON BARRACKS MO US,149.4,38.50389,-90.28,20101125 01:00,10.16, , 
COOP:234273,JEFFERSON BARRACKS MO US,149.4,38.50389,-90.28,20101125 02:00,2.54, , 
COOP:234273,JEFFERSON BARRACKS MO US,149.4,38.50389,-90.28,20101125 03:00,2.54, , 
COOP:234273,JEFFERSON BARRACKS MO US,149.4,38.50389,-90.28,20101125 04:00,2.54, , 
COOP:234273,JEFFERSON BARRACKS MO US,149.4,38.50389,-90.28,20101125 05:00,2.54, , 
COOP:234273,JEFFERSON BARRACKS MO US,149.4,38.50389,-90.28,20101125 06:00,5.08, , 
COOP:234273,JEFFERSON BARRACKS MO US,149.4,38.50389,-90.28,20101125 07:00,2.54, , 
COOP:234273,JEFFERSON BARRACKS MO US,149.4,38.50389,-90.28,20101125 13:00,2.54, , 
COOP:234273,JEFFERSON BARRACKS MO US,149.4,38.50389,-90.28,20101125 14:00,2.54, , 
COOP:234273,JEFFERSON BARRACKS MO US,149.4,38.50389,-90.28,20101129 17:00,2.54, , 
COOP:234273,JEFFERSON BARRACKS MO US,149.4,38.50389,-90.28,20101129 18:00,5.08, , 
COOP:234273,JEFFERSON BARRACKS MO US,149.4,38.50389,-90.28,20101129 19:00,5.08, , 
COOP:234273,JEFFERSON BARRACKS MO US,149.4,38.50389,-90.28,20101201 01:00,0.00,g, 
COOP:234273,JEFFERSON BARRACKS MO US,149.4,38.50389,-90.28,20101211 07:00,2.54, , 
COOP:234273,JEFFERSON BARRACKS MO US,149.4,38.50389,-90.28,20101211 08:00,7.62, , 
COOP:234273,JEFFERSON BARRACKS MO US,149.4,38.50389,-90.28,20101211 10:00,2.54, , 
COOP:234273,JEFFERSON BARRACKS MO US,149.4,38.50389,-90.28,20101211 12:00,2.54, , 
COOP:234273,JEFFERSON BARRACKS MO US,149.4,38.50389,-90.28,20101211 15:00,2.54, , 
COOP:234273,JEFFERSON BARRACKS MO US,149.4,38.50389,-90.28,20101224 18:00,2.54, , 
COOP:234273,JEFFERSON BARRACKS MO US,149.4,38.50389,-90.28,20101225 09:00,2.54, , 
COOP:234273,JEFFERSON BARRACKS MO US,149.4,38.50389,-90.28,20101225 23:00,25.40, , 
COOP:234273,JEFFERSON BARRACKS MO US,149.4,38.50389,-90.28,20101231 13:00,5.08, , 
COOP:234273,JEFFERSON BARRACKS MO US,149.4,38.50389,-90.28,20101231 21:00,2.54, , 
COOP:234273,JEFFERSON BARRACKS MO US,149.4,38.50389,-90.28,20110101 01:00,0.00,g, 
COOP:234273,JEFFERSON BARRACKS MO US,149.4,38.50389,-90.28,20110111 04:00,2.54, , 
COOP:234273,JEFFERSON BARRACKS MO US,149.4,38.50389,-90.28,20110120 00:00,2.54, , 
COOP:234273,JEFFERSON BARRACKS MO US,149.4,38.50389,-90.28,20110120 04:00,2.54, , 
COOP:234273,JEFFERSON BARRACKS MO US,149.4,38.50389,-90.28,20110131 18:00,2.54, , 
COOP:234273,JEFFERSON BARRACKS MO US,149.4,38.50389,-90.28,20110201 01:00,0.00,g, 
COOP:234273,JEFFERSON BARRACKS MO US,149.4,38.50389,-90.28,20110201 09:00,2.54, , 
COOP:234273,JEFFERSON BARRACKS MO US,149.4,38.50389,-90.28,20110201 11:00,2.54, , 
COOP:234273,JEFFERSON BARRACKS MO US,149.4,38.50389,-90.28,20110201 12:00,2.54, , 
COOP:234273,JEFFERSON BARRACKS MO US,149.4,38.50389,-90.28,20110201 13:00,2.54, , 
COOP:234273,JEFFERSON BARRACKS MO US,149.4,38.50389,-90.28,20110201 14:00,2.54, , 
COOP:234273,JEFFERSON BARRACKS MO US,149.4,38.50389,-90.28,20110201 15:00,2.54, , 
COOP:234273,JEFFERSON BARRACKS MO US,149.4,38.50389,-90.28,20110203 14:00,2.54, , 
COOP:234273,JEFFERSON BARRACKS MO US,149.4,38.50389,-90.28,20110205 05:00,2.54, , 
COOP:234273,JEFFERSON BARRACKS MO US,149.4,38.50389,-90.28,20110205 08:00,2.54, , 
COOP:234273,JEFFERSON BARRACKS MO US,149.4,38.50389,-90.28,20110221 11:00,2.54, , 
COOP:234273,JEFFERSON BARRACKS MO US,149.4,38.50389,-90.28,20110221 12:00,2.54, , 
COOP:234273,JEFFERSON BARRACKS MO US,149.4,38.50389,-90.28,20110224 14:00,2.54, , 
COOP:234273,JEFFERSON BARRACKS MO US,149.4,38.50389,-90.28,20110224 15:00,5.08, , 
COOP:234273,JEFFERSON BARRACKS MO US,149.4,38.50389,-90.28,20110224 16:00,7.62, , 
COOP:234273,JEFFERSON BARRACKS MO US,149.4,38.50389,-90.28,20110224 17:00,5.08, , 
COOP:234273,JEFFERSON BARRACKS MO US,149.4,38.50389,-90.28,20110224 18:00,2.54, , 
COOP:234273,JEFFERSON BARRACKS MO US,149.4,38.50389,-90.28,20110224 23:00,2.54, , 
COOP:234273,JEFFERSON BARRACKS MO US,149.4,38.50389,-90.28,20110227 14:00,2.54, , 
COOP:234273,JEFFERSON BARRACKS MO US,149.4,38.50389,-90.28,20110228 00:00,5.08, , 
COOP:234273,JEFFERSON BARRACKS MO US,149.4,38.50389,-90.28,20110228 01:00,2.54, , 
COOP:234273,JEFFERSON BARRACKS MO US,149.4,38.50389,-90.28,20110301 01:00,0.00,g, 
COOP:234273,JEFFERSON BARRACKS MO US,149.4,38.50389,-90.28,20110304 20:00,7.62, , 
COOP:234273,JEFFERSON BARRACKS MO US,149.4,38.50389,-90.28,20110304 21:00,5.08, , 
COOP:234273,JEFFERSON BARRACKS MO US,149.4,38.50389,-90.28,20110304 22:00,5.08, , 
COOP:234273,JEFFERSON BARRACKS MO US,149.4,38.50389,-90.28,20110304 23:00,7.62, , 
COOP:234273,JEFFERSON BARRACKS MO US,149.4,38.50389,-90.28,20110305 00:00,5.08, , 
COOP:234273,JEFFERSON BARRACKS MO US,149.4,38.50389,-90.28,20110305 01:00,5.08, , 
COOP:234273,JEFFERSON BARRACKS MO US,149.4,38.50389,-90.28,20110305 02:00,2.54, , 
COOP:234273,JEFFERSON BARRACKS MO US,149.4,38.50389,-90.28,20110305 03:00,2.54, , 
COOP:234273,JEFFERSON BARRACKS MO US,149.4,38.50389,-90.28,20110308 15:00,2.54, , 
COOP:234273,JEFFERSON BARRACKS MO US,149.4,38.50389,-90.28,20110308 18:00,5.08, , 
COOP:234273,JEFFERSON BARRACKS MO US,149.4,38.50389,-90.28,20110308 19:00,2.54, , 
COOP:234273,JEFFERSON BARRACKS MO US,149.4,38.50389,-90.28,20110308 20:00,2.54, , 
COOP:234273,JEFFERSON BARRACKS MO US,149.4,38.50389,-90.28,20110308 21:00,2.54, , 
COOP:234273,JEFFERSON BARRACKS MO US,149.4,38.50389,-90.28,20110313 23:00,5.08, , 
COOP:234273,JEFFERSON BARRACKS MO US,149.4,38.50389,-90.28,20110314 00:00,5.08, , 
COOP:234273,JEFFERSON BARRACKS MO US,149.4,38.50389,-90.28,20110314 02:00,2.54, , 
COOP:234273,JEFFERSON BARRACKS MO US,149.4,38.50389,-90.28,20110314 03:00,2.54, , 
COOP:234273,JEFFERSON BARRACKS MO US,149.4,38.50389,-90.28,20110314 04:00,2.54, , 
